id,code,language,green_score,energy_wh,co2_g,cpu_time_ms,memory_mb,complexity,duration,emissions,emissions_rate,energy_consumed,country_name,region,cloud_provider,cloud_region,os,cpu_model,gpu_model,ram_total_size,tracking_mode,on_cloud,pue
1375,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,36.1,0.057139,14.682203,3.1208,9.701,5,0.48,1.63E-05,2.99E-07,0.00909552,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.565
1376,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,73,0.024771,5.440183,1.2292,3.365,2,0.1473,4.09E-06,1.08E-07,0.0036051,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.44
1377,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,91.02,0.023095,6.052958,0.9087,3.48,2,0.1635,5.76E-06,7.70E-08,0.00271479,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.442
1378,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,87.44,0.022696,6.260826,1.1814,3.592,2,0.1469,4.86E-06,9.30E-08,0.00312725,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.469
1379,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,51.11,0.04931,12.882204,2.3719,7.978,2,0.3697,1.19E-05,2.40E-07,0.0087469,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.459
1380,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,52.09,0.052317,10.81063,2.1593,7.227,3,0.2802,9.98E-06,2.46E-07,0.008761,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.451
1381,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,43.51,0.053694,13.466818,2.2038,9.933,3,0.4201,1.29E-05,2.59E-07,0.00742441,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.67
1382,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,71.89,0.021443,4.843406,0.6997,2.82,2,0.1623,4.41E-06,1.01E-07,0.00290635,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.576
1383,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,74.89,0.021803,6.226583,0.9422,3.776,2,0.1745,5.70E-06,9.00E-08,0.00355632,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.384
1384,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,83.17,0.022061,5.568425,0.9307,3.039,2,0.1881,5.13E-06,1.20E-07,0.00406197,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.659
1385,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,78.15,0.019526,4.724768,0.8042,2.603,2,0.1375,3.81E-06,8.30E-08,0.00308015,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.588
1386,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,46.52,0.062034,11.900464,2.4531,10.85,4,0.3975,1.51E-05,2.94E-07,0.01054392,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.845
1387,"def efficient_sum(numbers):
    return sum(numbers)
",python,84.61,0.020101,5.07001,0.8319,3.109,1,0.209,4.84E-06,9.90E-08,0.00407028,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.429
1388,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,82.12,0.022351,5.569415,1.1424,3.519,2,0.1574,4.68E-06,9.40E-08,0.00309823,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.42
1389,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,83.61,0.018664,5.919859,0.8719,2.957,2,0.1725,5.02E-06,1.10E-07,0.00402131,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.674
1390,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,40.36,0.063366,14.980135,2.575,8.149,4,0.3568,1.04E-05,3.30E-07,0.00837824,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.731
1391,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,39.37,0.062315,14.607546,2.9502,9.239,4,0.4949,1.37E-05,2.79E-07,0.0107654,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.736
1392,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,38.34,0.055691,13.390426,2.8648,9.582,4,0.422,1.29E-05,3.25E-07,0.01011778,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.748
1393,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,57.56,0.040694,12.564604,2.5521,8.702,4,0.3218,1.11E-05,2.39E-07,0.00786311,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.487
1394,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,49.51,0.048745,11.687434,2.2585,8.045,3,0.3554,1.21E-05,2.61E-07,0.00909467,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.528
1395,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,80.86,0.021837,5.186545,0.9658,3.494,2,0.181,5.17E-06,1.11E-07,0.00414575,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.741
1396,"def efficient_sum(numbers):
    return sum(numbers)
",python,84.91,0.019549,4.797415,0.7723,3.114,1,0.1999,4.87E-06,9.80E-08,0.00390958,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.441
1397,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,72.35,0.020664,6.122344,0.9173,3.292,2,0.1635,4.43E-06,9.10E-08,0.00341344,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.46
1398,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,74.32,0.015609,5.186597,0.8035,3.162,2,0.1481,3.82E-06,8.60E-08,0.0031511,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.642
1399,"def efficient_sum(numbers):
    return sum(numbers)
",python,75.29,0.019895,5.042684,0.8221,2.584,1,0.2292,5.32E-06,1.06E-07,0.00437095,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.359
1400,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,85.8,0.024144,4.852825,1.0277,2.727,2,0.1831,5.92E-06,1.31E-07,0.00333986,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.643
1401,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,44.94,0.055791,13.61355,2.6324,9.005,3,0.4126,1.38E-05,2.92E-07,0.01023836,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.863
1402,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,86.34,0.01759,4.642471,0.7461,3.003,2,0.1407,3.86E-06,8.40E-08,0.00305074,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.567
1403,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,89.89,0.018675,4.924222,0.7691,2.685,2,0.1435,3.93E-06,8.50E-08,0.00313504,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.532
1404,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,46.18,0.048331,12.097934,2.0949,8.08,3,0.345,1.21E-05,2.46E-07,0.00959316,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.529
1405,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,41.59,0.058905,14.377502,2.7219,9.024,4,0.4549,1.46E-05,2.71E-07,0.00907515,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.533
1406,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,40.73,0.062416,16.639621,2.8808,8.658,4,0.4419,1.51E-05,3.27E-07,0.01074129,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.66
1407,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,80.07,0.020918,5.461953,1.0069,3.822,2,0.1422,4.71E-06,9.90E-08,0.00319459,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.361
1408,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,88.15,0.022908,5.19017,0.8758,3.488,2,0.1803,5.34E-06,1.09E-07,0.00402049,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.762
1409,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,38.64,0.051164,14.985632,2.6019,8.317,4,0.4352,1.39E-05,3.19E-07,0.01094759,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.823
1410,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,81.04,0.023265,5.735734,1.0644,3.346,2,0.1575,5.01E-06,9.90E-08,0.00321431,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.344
1411,"def efficient_sum(numbers):
    return sum(numbers)
",python,84.43,0.020964,5.366208,0.803,3.269,1,0.2125,5.06E-06,9.40E-08,0.00398342,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.356
1412,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,42.05,0.052504,13.609638,2.436,9.856,4,0.4103,1.42E-05,2.52E-07,0.00930463,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.694
1413,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,85.38,0.02355,5.095864,1.0476,3.007,2,0.1724,5.21E-06,8.20E-08,0.00308043,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.438
1414,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,90.82,0.019172,4.825955,0.7524,2.797,2,0.1635,4.40E-06,9.30E-08,0.00274297,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.634
1415,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,47.91,0.048198,12.316694,2.1475,8.386,3,0.3453,1.24E-05,2.42E-07,0.00938251,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.509
1416,"def efficient_sum(numbers):
    return sum(numbers)
",python,88.05,0.01838,4.58373,0.8636,3.417,1,0.1708,4.75E-06,9.50E-08,0.00415476,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.457
1417,"def efficient_sum(numbers):
    return sum(numbers)
",python,85.36,0.018739,5.386306,0.8317,2.976,1,0.1974,5.45E-06,9.30E-08,0.00404937,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.419
1418,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,44.59,0.051011,11.013283,2.4177,8.371,3,0.3579,1.18E-05,2.67E-07,0.00927046,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.425
1419,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,89.6,0.024069,5.672256,1.1543,3.608,2,0.1553,5.21E-06,1.03E-07,0.00324829,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.378
1420,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,39.13,0.053414,10.565708,1.8959,7.541,3,0.3642,1.30E-05,2.24E-07,0.00857686,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.486
1421,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,46.54,0.050447,12.024021,2.1763,8.144,3,0.3614,1.24E-05,2.45E-07,0.009129,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.518
1422,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,78.31,0.024072,5.543006,1.1295,3.368,2,0.1645,4.90E-06,9.80E-08,0.00314387,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.371
1423,"def efficient_sum(numbers):
    return sum(numbers)
",python,92.57,0.018268,5.34974,0.8618,3.193,1,0.2177,5.21E-06,1.05E-07,0.00378404,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.465
1424,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,48.46,0.055486,14.325234,2.858,8.048,4,0.3937,1.28E-05,3.10E-07,0.01183456,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.741
1425,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,85.73,0.021074,5.256827,0.9173,3.168,2,0.1884,4.91E-06,1.14E-07,0.00379414,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.767
1426,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,47.71,0.056199,11.372339,2.1877,8.883,5,0.4299,1.48E-05,3.14E-07,0.00883693,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.643
1427,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,79.1,0.022651,6.332729,1.0093,3.98,2,0.1484,4.56E-06,8.40E-08,0.00359298,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.426
